App Status,Application Status,Approval Status,blank,Building No.,Compliance Type (Reported by Hosptial),Corr Infrastructure,Corr Licensee Type,Corr Organization,Financial,Infrastructure,Licensee,Licensee Type,Orginization,Owner Name,Ownership,Progress,Status,What type of entity manages this hospital? ,Who is financially responsible for the seismic upgrades?,Who manages the hospital? 
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00250,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00250,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00251,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00251,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00253,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00253,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00254,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-00254,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02662,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
Compliance Plan has been Finalized.,Not Approved,Compliance Plan has been Finalized., ,BLD-02662,Relocate services to other existing compliant building(s),None,Non-profit Corporation (incl. Church-related),,Property Owner,,,Non-profit Corporation (incl. Church-related),Yes,Scripps Health,Non-profit Corporation (incl. Church-related),,Not Started,Non-profit Corporation (incl. Church-related),Scripps Health,Scripps Health
